category_id,category_name,category_slug,wp_category_id,section_id,section_name,parent_section_id,parent_section_name,section_path,section_source_url
115000874048,Analytics,analytics,775425992,49375248876699,Build and use benchmarks,49375929883035,Benchmarks,Benchmarks > Build and use benchmarks,https://help.klaviyo.com/hc/en-us/sections/49375248876699-Build-and-use-benchmarks
115000874048,Analytics,analytics,775425992,49375276131739,Build and use custom reports,49375887679515,Custom reports,Custom reports > Build and use custom reports,https://help.klaviyo.com/hc/en-us/sections/49375276131739-Build-and-use-custom-reports
115000874048,Analytics,analytics,775425992,49375255588635,Build and use dashboards,14073874575899,Dashboards,Dashboards > Build and use dashboards,https://help.klaviyo.com/hc/en-us/sections/49375255588635-Build-and-use-dashboards
115000874048,Analytics,analytics,775425992,49375263424027,Build and use metrics,49375928290587,Metrics,Metrics > Build and use metrics,https://help.klaviyo.com/hc/en-us/sections/49375263424027-Build-and-use-metrics
115000874048,Analytics,analytics,775425992,49375243695771,Data explanations and attribution,14268485813403,Getting started with analytics,Getting started with analytics > Data explanations and attribution,https://help.klaviyo.com/hc/en-us/sections/49375243695771-Data-explanations-and-attribution
115000874048,Analytics,analytics,775425992,49375243224859,About cookies in Klaviyo,14268485813403,Getting started with analytics,Getting started with analytics > About cookies in Klaviyo,https://help.klaviyo.com/hc/en-us/sections/49375243224859-About-cookies-in-Klaviyo
115000874048,Analytics,analytics,775425992,49375275637531,Analyze lists and segments results,49375905375899,"Campaign, flow, and audience analytics","Campaign, flow, and audience analytics > Analyze lists and segments results",https://help.klaviyo.com/hc/en-us/sections/49375275637531-Analyze-lists-and-segments-results
115000874048,Analytics,analytics,775425992,49375262512411,Benchmarks best practices,49375929883035,Benchmarks,Benchmarks > Benchmarks best practices,https://help.klaviyo.com/hc/en-us/sections/49375262512411-Benchmarks-best-practices
115000874048,Analytics,analytics,775425992,49375251572891,Custom reports best practices,49375887679515,Custom reports,Custom reports > Custom reports best practices,https://help.klaviyo.com/hc/en-us/sections/49375251572891-Custom-reports-best-practices
115000874048,Analytics,analytics,775425992,49375228749595,Dashboard reports troubleshooting,14073874575899,Dashboards,Dashboards > Dashboard reports troubleshooting,https://help.klaviyo.com/hc/en-us/sections/49375228749595-Dashboard-reports-troubleshooting
115000874048,Analytics,analytics,775425992,14073874575899,Dashboards,,,Dashboards,https://help.klaviyo.com/hc/en-us/sections/14073874575899-Dashboards
115000874048,Analytics,analytics,775425992,49375245825179,Metrics best practices,49375928290587,Metrics,Metrics > Metrics best practices,https://help.klaviyo.com/hc/en-us/sections/49375245825179-Metrics-best-practices
115000874048,Analytics,analytics,775425992,49375928290587,Metrics,,,Metrics,https://help.klaviyo.com/hc/en-us/sections/49375928290587-Metrics
115000874048,Analytics,analytics,775425992,49375247843227,Metrics troubleshooting,49375928290587,Metrics,Metrics > Metrics troubleshooting,https://help.klaviyo.com/hc/en-us/sections/49375247843227-Metrics-troubleshooting
115000874048,Analytics,analytics,775425992,49375929883035,Benchmarks,,,Benchmarks,https://help.klaviyo.com/hc/en-us/sections/49375929883035-Benchmarks
115000874048,Analytics,analytics,775425992,49375672351515,Deliverability,,,Deliverability,https://help.klaviyo.com/hc/en-us/sections/49375672351515-Deliverability
115000874048,Analytics,analytics,775425992,49375887679515,Custom reports,,,Custom reports,https://help.klaviyo.com/hc/en-us/sections/49375887679515-Custom-reports
115000874048,Analytics,analytics,775425992,18138285408539,Experiments,,,Experiments,https://help.klaviyo.com/hc/en-us/sections/18138285408539-Experiments
115000874048,Analytics,analytics,775425992,49375905375899,"Campaign, flow, and audience analytics",,,"Campaign, flow, and audience analytics",https://help.klaviyo.com/hc/en-us/sections/49375905375899-Campaign-flow-and-audience-analytics
115000874048,Analytics,analytics,775425992,49375903290651,Analytics calculations and strategies,,,Analytics calculations and strategies,https://help.klaviyo.com/hc/en-us/sections/49375903290651-Analytics-calculations-and-strategies
115000867867,Audience,audience,775426006,49375376184475,Getting started with lists and segments,14512077651099,Lists and segments,Lists and segments > Getting started with lists and segments,https://help.klaviyo.com/hc/en-us/sections/49375376184475-Getting-started-with-lists-and-segments
115000867867,Audience,audience,775426006,49375387362331,Getting started with profiles,14508656438555,Profiles,Profiles > Getting started with profiles,https://help.klaviyo.com/hc/en-us/sections/49375387362331-Getting-started-with-profiles
115000867867,Audience,audience,775426006,18336907150491,Growth tools,,,Growth tools,https://help.klaviyo.com/hc/en-us/sections/18336907150491-Growth-tools
115000867867,Audience,audience,775426006,49375671611547,Use growth tools,18336907150491,Growth tools,Growth tools > Use growth tools,https://help.klaviyo.com/hc/en-us/sections/49375671611547-Use-growth-tools
115000867867,Audience,audience,775426006,49375383465243,Build and use lists,14512077651099,Lists and segments,Lists and segments > Build and use lists,https://help.klaviyo.com/hc/en-us/sections/49375383465243-Build-and-use-lists
115000867867,Audience,audience,775426006,14512077651099,Lists and segments,,,Lists and segments,https://help.klaviyo.com/hc/en-us/sections/14512077651099-Lists-and-segments
115000867867,Audience,audience,775426006,49375415469339,Understand profiles,14508656438555,Profiles,Profiles > Understand profiles,https://help.klaviyo.com/hc/en-us/sections/49375415469339-Understand-profiles
115000867867,Audience,audience,775426006,49375416013339,Build and use segments,14512077651099,Lists and segments,Lists and segments > Build and use segments,https://help.klaviyo.com/hc/en-us/sections/49375416013339-Build-and-use-segments
115000867867,Audience,audience,775426006,49375414914715,Profile management,14508656438555,Profiles,Profiles > Profile management,https://help.klaviyo.com/hc/en-us/sections/49375414914715-Profile-management
115000867867,Audience,audience,775426006,14508656438555,Profiles,,,Profiles,https://help.klaviyo.com/hc/en-us/sections/14508656438555-Profiles
115000867867,Audience,audience,775426006,45191949659547,Geofences,,,Geofences,https://help.klaviyo.com/hc/en-us/sections/45191949659547-Geofences
115000867867,Audience,audience,775426006,49375416542491,Segment examples and types,14512077651099,Lists and segments,Lists and segments > Segment examples and types,https://help.klaviyo.com/hc/en-us/sections/49375416542491-Segment-examples-and-types
115000867867,Audience,audience,775426006,49375404972699,List and segments best practices,14512077651099,Lists and segments,Lists and segments > List and segments best practices,https://help.klaviyo.com/hc/en-us/sections/49375404972699-List-and-segments-best-practices
115000867867,Audience,audience,775426006,49375440090395,List and segments troubleshooting,14512077651099,Lists and segments,Lists and segments > List and segments troubleshooting,https://help.klaviyo.com/hc/en-us/sections/49375440090395-List-and-segments-troubleshooting
49375106949275,Campaigns,campaigns,775425993,49375421843483,Email campaigns,,,Email campaigns,https://help.klaviyo.com/hc/en-us/sections/49375421843483-Email-campaigns
49375106949275,Campaigns,campaigns,775425993,49375700794011,Getting started with campaigns,,,Getting started with campaigns,https://help.klaviyo.com/hc/en-us/sections/49375700794011-Getting-started-with-campaigns
49375106949275,Campaigns,campaigns,775425993,49375434864411,Getting started with email campaigns,49375421843483,Email campaigns,Email campaigns > Getting started with email campaigns,https://help.klaviyo.com/hc/en-us/sections/49375434864411-Getting-started-with-email-campaigns
49375106949275,Campaigns,campaigns,775425993,49375435350811,Build and send email campaigns,49375421843483,Email campaigns,Email campaigns > Build and send email campaigns,https://help.klaviyo.com/hc/en-us/sections/49375435350811-Build-and-send-email-campaigns
49375106949275,Campaigns,campaigns,775425993,49375413332763,Test and analyze campaigns,49375421843483,Email campaigns,Email campaigns > Test and analyze campaigns,https://help.klaviyo.com/hc/en-us/sections/49375413332763-Test-and-analyze-campaigns
49375106949275,Campaigns,campaigns,775425993,49375421251483,Email campaign troubleshooting,49375421843483,Email campaigns,Email campaigns > Email campaign troubleshooting,https://help.klaviyo.com/hc/en-us/sections/49375421251483-Email-campaign-troubleshooting
49375106949275,Campaigns,campaigns,775425993,49375884050075,Push notification campaigns,,,Push notification campaigns,https://help.klaviyo.com/hc/en-us/sections/49375884050075-Push-notification-campaigns
14234163769755,Conversations,conversations,775425995,49375845122587,Automations,,,Automations,https://help.klaviyo.com/hc/en-us/sections/49375845122587-Automations
14234163769755,Conversations,conversations,775425995,33948021740315,Helpdesk,,,Helpdesk,https://help.klaviyo.com/hc/en-us/sections/33948021740315-Helpdesk
14234163769755,Conversations,conversations,775425995,49375591462811,Configure and use Helpdesk,33948021740315,Helpdesk,Helpdesk > Configure and use Helpdesk,https://help.klaviyo.com/hc/en-us/sections/49375591462811-Configure-and-use-Helpdesk
14234163769755,Conversations,conversations,775425995,49375900228635,Customer Agent,,,Customer Agent,https://help.klaviyo.com/hc/en-us/sections/49375900228635-Customer-Agent
4414879524891,Content,content,775425994,49375550228763,Getting started with coupons,14544782046619,Coupons,Coupons > Getting started with coupons,https://help.klaviyo.com/hc/en-us/sections/49375550228763-Getting-started-with-coupons
4414879524891,Content,content,775425994,49375872847131,Getting started with objects,35105327347355,Objects,Objects > Getting started with objects,https://help.klaviyo.com/hc/en-us/sections/49375872847131-Getting-started-with-objects
4414879524891,Content,content,775425994,49375624479003,Getting started with products,49375608819739,Products,Products > Getting started with products,https://help.klaviyo.com/hc/en-us/sections/49375624479003-Getting-started-with-products
4414879524891,Content,content,775425994,49375507646363,Getting started with templates,14543554717467,Templates,Templates > Getting started with templates,https://help.klaviyo.com/hc/en-us/sections/49375507646363-Getting-started-with-templates
4414879524891,Content,content,775425994,14543554717467,Templates,,,Templates,https://help.klaviyo.com/hc/en-us/sections/14543554717467-Templates
4414879524891,Content,content,775425994,49375625008283,Build and use products ,49375608819739,Products,Products > Build and use products ,https://help.klaviyo.com/hc/en-us/sections/49375625008283-Build-and-use-products
4414879524891,Content,content,775425994,49375559270427,Build and use templates,14543554717467,Templates,Templates > Build and use templates,https://help.klaviyo.com/hc/en-us/sections/49375559270427-Build-and-use-templates
4414879524891,Content,content,775425994,49375551401115,Coupons and ecommerce integrations,14544782046619,Coupons,Coupons > Coupons and ecommerce integrations,https://help.klaviyo.com/hc/en-us/sections/49375551401115-Coupons-and-ecommerce-integrations
4414879524891,Content,content,775425994,49375608819739,Products,,,Products,https://help.klaviyo.com/hc/en-us/sections/49375608819739-Products
4414879524891,Content,content,775425994,49375857053851,Use objects in Klaviyo,35105327347355,Objects,Objects > Use objects in Klaviyo,https://help.klaviyo.com/hc/en-us/sections/49375857053851-Use-objects-in-Klaviyo
4414879524891,Content,content,775425994,14544782046619,Coupons,,,Coupons,https://help.klaviyo.com/hc/en-us/sections/14544782046619-Coupons
4414879524891,Content,content,775425994,49375545220123,Use variable syntax and tags,14543554717467,Templates,Templates > Use variable syntax and tags,https://help.klaviyo.com/hc/en-us/sections/49375545220123-Use-variable-syntax-and-tags
4414879524891,Content,content,775425994,35105327347355,Objects,,,Objects,https://help.klaviyo.com/hc/en-us/sections/35105327347355-Objects
4414879524891,Content,content,775425994,49375572515355,Design best practices,14543554717467,Templates,Templates > Design best practices,https://help.klaviyo.com/hc/en-us/sections/49375572515355-Design-best-practices
4414879524891,Content,content,775425994,49375573073947,Advanced template design,14543554717467,Templates,Templates > Advanced template design,https://help.klaviyo.com/hc/en-us/sections/49375573073947-Advanced-template-design
4414879524891,Content,content,775425994,49375607281819,Template troubleshooting ,14543554717467,Templates,Templates > Template troubleshooting ,https://help.klaviyo.com/hc/en-us/sections/49375607281819-Template-troubleshooting
115000873988,Deliverability & compliance,deliverability-compliance,775425998,14506155839515,"Compliance, consent, and data privacy",,,"Compliance, consent, and data privacy",https://help.klaviyo.com/hc/en-us/sections/14506155839515-Compliance-consent-and-data-privacy
115000873988,Deliverability & compliance,deliverability-compliance,775425998,49375398329243,Consent and privacy,14506155839515,"Compliance, consent, and data privacy","Compliance, consent, and data privacy > Consent and privacy",https://help.klaviyo.com/hc/en-us/sections/49375398329243-Consent-and-privacy
115000873988,Deliverability & compliance,deliverability-compliance,775425998,49375299121435,Getting started with email deliverability,14416651431323,Email deliverability,Email deliverability > Getting started with email deliverability,https://help.klaviyo.com/hc/en-us/sections/49375299121435-Getting-started-with-email-deliverability
115000873988,Deliverability & compliance,deliverability-compliance,775425998,49375384641435,Klaviyo compliance,14506155839515,"Compliance, consent, and data privacy","Compliance, consent, and data privacy > Klaviyo compliance",https://help.klaviyo.com/hc/en-us/sections/49375384641435-Klaviyo-compliance
115000873988,Deliverability & compliance,deliverability-compliance,775425998,49375370518555,Warm and ramp your domain,14416651431323,Email deliverability,Email deliverability > Warm and ramp your domain,https://help.klaviyo.com/hc/en-us/sections/49375370518555-Warm-and-ramp-your-domain
115000873988,Deliverability & compliance,deliverability-compliance,775425998,14416651431323,Email deliverability,,,Email deliverability,https://help.klaviyo.com/hc/en-us/sections/14416651431323-Email-deliverability
115000873988,Deliverability & compliance,deliverability-compliance,775425998,49375400060059,Monitor deliverability and metrics,14416651431323,Email deliverability,Email deliverability > Monitor deliverability and metrics,https://help.klaviyo.com/hc/en-us/sections/49375400060059-Monitor-deliverability-and-metrics
115000873988,Deliverability & compliance,deliverability-compliance,775425998,49375400846107,Deliverability best practices and tools,14416651431323,Email deliverability,Email deliverability > Deliverability best practices and tools,https://help.klaviyo.com/hc/en-us/sections/49375400846107-Deliverability-best-practices-and-tools
115000873988,Deliverability & compliance,deliverability-compliance,775425998,49375422664091,GDPR and CCPA,,,GDPR and CCPA,https://help.klaviyo.com/hc/en-us/sections/49375422664091-GDPR-and-CCPA
115000032731,Integrations,integrations,775426001,49375418063899,ActBlue,14442709641499,Fundraising,Fundraising > ActBlue,https://help.klaviyo.com/hc/en-us/sections/49375418063899-ActBlue
115000032731,Integrations,integrations,775426001,49375437778587,All integrations,49375885989787,How integrations work,How integrations work > All integrations,https://help.klaviyo.com/hc/en-us/sections/49375437778587-All-integrations
