klaviyo_article_id,source_title,source_url,category_slug,section_id,section,en_file,source_snapshot,body_html,rendered_html,translated,zh_file,uploaded,wp_id,wp_live_status,wp_title,wp_link
360054362511,How to add a tag to a list or segment,https://help.klaviyo.com/hc/en-us/articles/360054362511-How-to-add-a-tag-to-a-list-or-segment,account-billing,49375477142043,Tags,account-billing/How-to-add-a-tag-to-a-list-or-segment-360054362511.md,_source/articles/360054362511.json,_source/articles/360054362511.body.html,_source/rendered/360054362511.html,yes,account-billing/How-to-add-a-tag-to-a-list-or-segment.md,yes,10994,publish,如何将标签添加到列表或分段,https://dynamicycle.com/docs/articles-how-to-add-a-tag-to-a-list-or-segment/
8356575957275,How to add or change a plan in Klaviyo,https://help.klaviyo.com/hc/en-us/articles/8356575957275-How-to-add-or-change-a-plan-in-Klaviyo,account-billing,49375463691547,Adjust your plan,account-billing/How-to-add-or-change-a-plan-in-Klaviyo-8356575957275.md,_source/articles/8356575957275.json,_source/articles/8356575957275.body.html,_source/rendered/8356575957275.html,yes,account-billing/How-to-add-or-change-a-plan-in-Klaviyo.md,yes,10881,publish,如何在 Klaviyo 中添加或更改计划,https://dynamicycle.com/docs/articles-how-to-add-or-change-a-plan-in-klaviyo/
360053547071,How to add or delete users and manage permissions,https://help.klaviyo.com/hc/en-us/articles/360053547071-How-to-add-or-delete-users-and-manage-permissions,account-billing,49375474735387,Users,account-billing/How-to-add-or-delete-users-and-manage-permissions-360053547071.md,_source/articles/360053547071.json,_source/articles/360053547071.body.html,_source/rendered/360053547071.html,yes,account-billing/How-to-add-or-delete-users-and-manage-permissions.md,yes,11072,publish,如何添加或删除用户以及管理权限,https://dynamicycle.com/docs/articles-how-to-add-or-delete-users-and-manage-permissions/
25185184021019,How to add or remove a portfolio user,https://help.klaviyo.com/hc/en-us/articles/25185184021019-How-to-add-or-remove-a-portfolio-user,account-billing,49375698592155,Portfolio,account-billing/How-to-add-or-remove-a-portfolio-user-25185184021019.md,_source/articles/25185184021019.json,_source/articles/25185184021019.body.html,_source/rendered/25185184021019.html,yes,account-billing/How-to-add-or-remove-a-portfolio-user.md,yes,11037,publish,如何添加或删除投资组合用户,https://dynamicycle.com/docs/articles-how-to-add-or-remove-a-portfolio-user/
25185027474971,How to add or remove an account from a portfolio,https://help.klaviyo.com/hc/en-us/articles/25185027474971-How-to-add-or-remove-an-account-from-a-portfolio,account-billing,49375698592155,Portfolio,account-billing/How-to-add-or-remove-an-account-from-a-portfolio-25185027474971.md,_source/articles/25185027474971.json,_source/articles/25185027474971.body.html,_source/rendered/25185027474971.html,yes,account-billing/How-to-add-or-remove-an-account-from-a-portfolio.md,yes,10850,publish,如何从投资组合中添加或删除账户,https://dynamicycle.com/docs/articles-how-to-add-or-remove-an-account-from-a-portfolio/
360027783611,How to add trusted devices,https://help.klaviyo.com/hc/en-us/articles/360027783611-How-to-add-trusted-devices,account-billing,49375526160411,Account troubleshooting,account-billing/How-to-add-trusted-devices-360027783611.md,_source/articles/360027783611.json,_source/articles/360027783611.body.html,_source/rendered/360027783611.html,yes,account-billing/How-to-add-trusted-devices.md,yes,11259,publish,如何添加可信设备,https://dynamicycle.com/docs/articles-how-to-add-trusted-devices/
115005232388,How to adjust the time zone setting for your account,https://help.klaviyo.com/hc/en-us/articles/115005232388-How-to-adjust-the-time-zone-setting-for-your-account,account-billing,49375475267099,Organizational,account-billing/How-to-adjust-the-time-zone-setting-for-your-account-115005232388.md,_source/articles/115005232388.json,_source/articles/115005232388.body.html,_source/rendered/115005232388.html,yes,account-billing/How-to-adjust-the-time-zone-setting-for-your-account.md,yes,11103,publish,如何调整您帐户的时区设置,https://dynamicycle.com/docs/articles-how-to-adjust-the-time-zone-setting-for-your-account/
25185303538587,How to change the Owner of a portfolio,https://help.klaviyo.com/hc/en-us/articles/25185303538587-How-to-change-the-Owner-of-a-portfolio,account-billing,49375698592155,Portfolio,account-billing/How-to-change-the-Owner-of-a-portfolio-25185303538587.md,_source/articles/25185303538587.json,_source/articles/25185303538587.body.html,_source/rendered/25185303538587.html,yes,account-billing/How-to-change-the-Owner-of-a-portfolio.md,yes,11174,publish,如何更改投资组合的所有者,https://dynamicycle.com/docs/articles-how-to-change-the-owner-of-a-portfolio/
115005061007,How to change the currency for your account,https://help.klaviyo.com/hc/en-us/articles/115005061007-How-to-change-the-currency-for-your-account,account-billing,49375475267099,Organizational,account-billing/How-to-change-the-currency-for-your-account-115005061007.md,_source/articles/115005061007.json,_source/articles/115005061007.body.html,_source/rendered/115005061007.html,yes,account-billing/How-to-change-the-currency-for-your-account.md,yes,11167,publish,如何更改您帐户的货币,https://dynamicycle.com/docs/articles-how-to-change-the-currency-for-your-account/
25956849989531,How to change the language for your account,https://help.klaviyo.com/hc/en-us/articles/25956849989531-How-to-change-the-language-for-your-account,account-billing,49375475267099,Organizational,account-billing/How-to-change-the-language-for-your-account-25956849989531.md,_source/articles/25956849989531.json,_source/articles/25956849989531.body.html,_source/rendered/25956849989531.html,yes,account-billing/How-to-change-the-language-for-your-account.md,yes,10441,upload_meta_only,如何更改您帐户的语言,
19917469357083,How to change your account name,https://help.klaviyo.com/hc/en-us/articles/19917469357083-How-to-change-your-account-name,account-billing,49375475267099,Organizational,account-billing/How-to-change-your-account-name-19917469357083.md,_source/articles/19917469357083.json,_source/articles/19917469357083.body.html,_source/rendered/19917469357083.html,yes,account-billing/How-to-change-your-account-name.md,yes,10492,upload_meta_only,如何更改您的帐户名,
15166435131163,How to change your account's organization name,https://help.klaviyo.com/hc/en-us/articles/15166435131163-How-to-change-your-account-s-organization-name,account-billing,49375475267099,Organizational,account-billing/How-to-change-your-account's-organization-name-15166435131163.md,_source/articles/15166435131163.json,_source/articles/15166435131163.body.html,_source/rendered/15166435131163.html,yes,account-billing/How-to-change-your-account's-organization-name.md,yes,10548,upload_meta_only,如何更改帐户的组织名称,
4405883690651,How to choose your upgrade preference,https://help.klaviyo.com/hc/en-us/articles/4405883690651-How-to-choose-your-upgrade-preference,account-billing,49375463691547,Adjust your plan,account-billing/How-to-choose-your-upgrade-preference-4405883690651.md,_source/articles/4405883690651.json,_source/articles/4405883690651.body.html,_source/rendered/4405883690651.html,yes,account-billing/How-to-choose-your-upgrade-preference.md,yes,10604,upload_meta_only,如何选择您的升级偏好,
24898429283739,"How to clone forms, flows, segments, campaigns, and templates",https://help.klaviyo.com/hc/en-us/articles/24898429283739-How-to-clone-forms-flows-segments-campaigns-and-templates,account-billing,49375438295195,Understand Klaviyo,"account-billing/How-to-clone-forms,-flows,-segments,-campaigns,-and-templates-24898429283739.md",_source/articles/24898429283739.json,_source/articles/24898429283739.body.html,_source/rendered/24898429283739.html,yes,"account-billing/How-to-clone-forms,-flows,-segments,-campaigns,-and-templates.md",yes,10454,upload_meta_only,如何克隆表单、流程、分段、营销活动和模板,
33385335896859,How to close a portfolio account,https://help.klaviyo.com/hc/en-us/articles/33385335896859-How-to-close-a-portfolio-account,account-billing,49375698592155,Portfolio,account-billing/How-to-close-a-portfolio-account-33385335896859.md,_source/articles/33385335896859.json,_source/articles/33385335896859.body.html,_source/rendered/33385335896859.html,yes,account-billing/How-to-close-a-portfolio-account.md,yes,11348,publish,如何关闭投资组合账户,https://dynamicycle.com/docs/articles-how-to-close-a-portfolio-account/
115001002272,How to contact support,https://help.klaviyo.com/hc/en-us/articles/115001002272-How-to-contact-support,account-billing,49375526160411,Account troubleshooting,account-billing/How-to-contact-support-115001002272.md,_source/articles/115001002272.json,_source/articles/115001002272.body.html,_source/rendered/115001002272.html,yes,account-billing/How-to-contact-support.md,yes,11304,publish,如何联系支持人员,https://dynamicycle.com/docs/articles-how-to-contact-support/
40493034144795,How to create a custom user role,https://help.klaviyo.com/hc/en-us/articles/40493034144795-How-to-create-a-custom-user-role,account-billing,49375474735387,Users,account-billing/How-to-create-a-custom-user-role-40493034144795.md,_source/articles/40493034144795.json,_source/articles/40493034144795.body.html,_source/rendered/40493034144795.html,yes,account-billing/How-to-create-a-custom-user-role.md,yes,10326,upload_meta_only,如何创建自定义用户角色,
360002165611,How to create and manage multiple accounts,https://help.klaviyo.com/hc/en-us/articles/360002165611-How-to-create-and-manage-multiple-accounts,account-billing,49375474735387,Users,account-billing/How-to-create-and-manage-multiple-accounts-360002165611.md,_source/articles/360002165611.json,_source/articles/360002165611.body.html,_source/rendered/360002165611.html,yes,account-billing/How-to-create-and-manage-multiple-accounts.md,yes,10912,publish,如何创建和管理多个帐户,https://dynamicycle.com/docs/articles-how-to-create-and-manage-multiple-accounts/
7423954176283,How to create or clone a private API key,https://help.klaviyo.com/hc/en-us/articles/7423954176283-How-to-create-or-clone-a-private-API-key,account-billing,49375463241883,API keys,account-billing/How-to-create-or-clone-a-private-API-key-7423954176283.md,_source/articles/7423954176283.json,_source/articles/7423954176283.body.html,_source/rendered/7423954176283.html,yes,account-billing/How-to-create-or-clone-a-private-API-key.md,yes,10977,publish,如何创建或克隆私有 API 密钥,https://dynamicycle.com/docs/articles-how-to-create-or-clone-a-private-api-key/
1260805595309,"How to downgrade to free, cancel a plan, or close your Klaviyo account",https://help.klaviyo.com/hc/en-us/articles/1260805595309-How-to-downgrade-to-free-cancel-a-plan-or-close-your-Klaviyo-account,account-billing,49375526160411,Account troubleshooting,"account-billing/How-to-downgrade-to-free,-cancel-a-plan,-or-close-your-Klaviyo-account-1260805595309.md",_source/articles/1260805595309.json,_source/articles/1260805595309.body.html,_source/rendered/1260805595309.html,yes,"account-billing/How-to-downgrade-to-free,-cancel-a-plan,-or-close-your-Klaviyo-account.md",yes,11194,publish,如何降级为免费、取消计划或关闭您的 Klaviyo 帐户,https://dynamicycle.com/docs/articles-how-to-downgrade-to-free-cancel-a-plan-or-close-your-klaviyo-account/
360057679192,How to enable and disable hosted pages,https://help.klaviyo.com/hc/en-us/articles/360057679192-How-to-enable-and-disable-hosted-pages,account-billing,49375494779547,Preference and hosted pages,account-billing/How-to-enable-and-disable-hosted-pages-360057679192.md,_source/articles/360057679192.json,_source/articles/360057679192.body.html,_source/rendered/360057679192.html,yes,account-billing/How-to-enable-and-disable-hosted-pages.md,yes,10629,upload_meta_only,如何启用和禁用托管页面,
360037472871,How to file as tax exempt for US customers,https://help.klaviyo.com/hc/en-us/articles/360037472871-How-to-file-as-tax-exempt-for-US-customers,account-billing,49375478116891,Tax information,account-billing/How-to-file-as-tax-exempt-for-US-customers-360037472871.md,_source/articles/360037472871.json,_source/articles/360037472871.body.html,_source/rendered/360037472871.html,yes,account-billing/How-to-file-as-tax-exempt-for-US-customers.md,yes,11079,publish,美国客户如何申请免税,https://dynamicycle.com/docs/articles-how-to-file-as-tax-exempt-for-us-customers/
360056549931,How to find and update your tax ID in Klaviyo,https://help.klaviyo.com/hc/en-us/articles/360056549931-How-to-find-and-update-your-tax-ID-in-Klaviyo,account-billing,49375478116891,Tax information,account-billing/How-to-find-and-update-your-tax-ID-in-Klaviyo-360056549931.md,_source/articles/360056549931.json,_source/articles/360056549931.body.html,_source/rendered/360056549931.html,yes,account-billing/How-to-find-and-update-your-tax-ID-in-Klaviyo.md,yes,10993,publish,如何在 Klaviyo 中查找并更新您的税号,https://dynamicycle.com/docs/articles-how-to-find-and-update-your-tax-id-in-klaviyo/
35086040411035,How to grant a Klaviyo representative permission to your account,https://help.klaviyo.com/hc/en-us/articles/35086040411035-How-to-grant-a-Klaviyo-representative-permission-to-your-account,account-billing,49375482397083,Security,account-billing/How-to-grant-a-Klaviyo-representative-permission-to-your-account-35086040411035.md,_source/articles/35086040411035.json,_source/articles/35086040411035.body.html,_source/rendered/35086040411035.html,yes,account-billing/How-to-grant-a-Klaviyo-representative-permission-to-your-account.md,yes,10372,upload_meta_only,如何向 Klaviyo 代表授予您帐户的权限,
360052448451,How to keep your account secure,https://help.klaviyo.com/hc/en-us/articles/360052448451-How-to-keep-your-account-secure,account-billing,49375463241883,API keys,account-billing/How-to-keep-your-account-secure-360052448451.md,_source/articles/360052448451.json,_source/articles/360052448451.body.html,_source/rendered/360052448451.html,yes,account-billing/How-to-keep-your-account-secure.md,yes,10898,publish,如何保证您的帐户安全,https://dynamicycle.com/docs/articles-how-to-keep-your-account-secure/
44579003241499,How to manage users in bulk across a portfolio,https://help.klaviyo.com/hc/en-us/articles/44579003241499-How-to-manage-users-in-bulk-across-a-portfolio,account-billing,49375698592155,Portfolio,account-billing/How-to-manage-users-in-bulk-across-a-portfolio-44579003241499.md,_source/articles/44579003241499.json,_source/articles/44579003241499.body.html,_source/rendered/44579003241499.html,yes,account-billing/How-to-manage-users-in-bulk-across-a-portfolio.md,yes,10279,upload_meta_only,如何跨产品组合批量管理用户,
115005062267,How to manage your account's API keys,https://help.klaviyo.com/hc/en-us/articles/115005062267-How-to-manage-your-account-s-API-keys,account-billing,49375463241883,API keys,account-billing/How-to-manage-your-account's-API-keys-115005062267.md,_source/articles/115005062267.json,_source/articles/115005062267.body.html,_source/rendered/115005062267.html,yes,account-billing/How-to-manage-your-account's-API-keys.md,yes,10827,publish,如何管理您帐户的 API 密钥,https://dynamicycle.com/docs/articles-how-to-manage-your-account-s-api-keys/
4401830387099,How to migrate off of Klaviyo,https://help.klaviyo.com/hc/en-us/articles/4401830387099-How-to-migrate-off-of-Klaviyo,account-billing,49375526160411,Account troubleshooting,account-billing/How-to-migrate-off-of-Klaviyo-4401830387099.md,_source/articles/4401830387099.json,_source/articles/4401830387099.body.html,_source/rendered/4401830387099.html,yes,account-billing/How-to-migrate-off-of-Klaviyo.md,yes,11131,publish,如何迁移出 Klaviyo,https://dynamicycle.com/docs/articles-how-to-migrate-off-of-klaviyo/
360047183572,How to rebrand in Klaviyo,https://help.klaviyo.com/hc/en-us/articles/360047183572-How-to-rebrand-in-Klaviyo,account-billing,49375475267099,Organizational,account-billing/How-to-rebrand-in-Klaviyo-360047183572.md,_source/articles/360047183572.json,_source/articles/360047183572.body.html,_source/rendered/360047183572.html,yes,account-billing/How-to-rebrand-in-Klaviyo.md,yes,11249,publish,如何在 Klaviyo 中重塑品牌,https://dynamicycle.com/docs/articles-how-to-rebrand-in-klaviyo/
18305872902171,How to request a premium success and support package,https://help.klaviyo.com/hc/en-us/articles/18305872902171-How-to-request-a-premium-success-and-support-package,account-billing,49375463691547,Adjust your plan,account-billing/How-to-request-a-premium-success-and-support-package-18305872902171.md,_source/articles/18305872902171.json,_source/articles/18305872902171.body.html,_source/rendered/18305872902171.html,yes,account-billing/How-to-request-a-premium-success-and-support-package.md,yes,10509,upload_meta_only,如何申请高级成功和支持包,
20599699660571,How to reset multi-factor authentication for a user,https://help.klaviyo.com/hc/en-us/articles/20599699660571-How-to-reset-multi-factor-authentication-for-a-user,account-billing,49375482397083,Security,account-billing/How-to-reset-multi-factor-authentication-for-a-user-20599699660571.md,_source/articles/20599699660571.json,_source/articles/20599699660571.body.html,_source/rendered/20599699660571.html,yes,account-billing/How-to-reset-multi-factor-authentication-for-a-user.md,yes,10488,upload_meta_only,如何重置用户的多重身份验证,
7872914223899,How to reset your Klaviyo password,https://help.klaviyo.com/hc/en-us/articles/7872914223899-How-to-reset-your-Klaviyo-password,account-billing,49375526160411,Account troubleshooting,account-billing/How-to-reset-your-Klaviyo-password-7872914223899.md,_source/articles/7872914223899.json,_source/articles/7872914223899.body.html,_source/rendered/7872914223899.html,yes,account-billing/How-to-reset-your-Klaviyo-password.md,yes,10975,publish,如何重置您的 Klaviyo 密码,https://dynamicycle.com/docs/articles-how-to-reset-your-klaviyo-password/
7115113363483,How to retry a failed credit card payment,https://help.klaviyo.com/hc/en-us/articles/7115113363483-How-to-retry-a-failed-credit-card-payment,account-billing,49375526160411,Account troubleshooting,account-billing/How-to-retry-a-failed-credit-card-payment-7115113363483.md,_source/articles/7115113363483.json,_source/articles/7115113363483.body.html,_source/rendered/7115113363483.html,yes,account-billing/How-to-retry-a-failed-credit-card-payment.md,yes,11059,publish,如何重试失败的信用卡付款,https://dynamicycle.com/docs/articles-how-to-retry-a-failed-credit-card-payment/
10952782535579,How to set up SCIM user provisioning,https://help.klaviyo.com/hc/en-us/articles/10952782535579-How-to-set-up-SCIM-user-provisioning,account-billing,49375482397083,Security,account-billing/How-to-set-up-SCIM-user-provisioning-10952782535579.md,_source/articles/10952782535579.json,_source/articles/10952782535579.body.html,_source/rendered/10952782535579.html,yes,account-billing/How-to-set-up-SCIM-user-provisioning.md,yes,10877,publish,如何设置 SCIM 用户配置,https://dynamicycle.com/docs/articles-how-to-set-up-scim-user-provisioning/
360026617692,How to set up multi-factor authentication (MFA),https://help.klaviyo.com/hc/en-us/articles/360026617692-How-to-set-up-multi-factor-authentication-MFA,account-billing,49375482397083,Security,account-billing/How-to-set-up-multi-factor-authentication-(MFA)-360026617692.md,_source/articles/360026617692.json,_source/articles/360026617692.body.html,_source/rendered/360026617692.html,yes,account-billing/How-to-set-up-multi-factor-authentication-(MFA).md,yes,11007,publish,如何设置多重身份验证 (MFA),https://dynamicycle.com/docs/articles-how-to-set-up-multi-factor-authentication-mfa/
9353860331035,How to set up single sign-on (SSO),https://help.klaviyo.com/hc/en-us/articles/9353860331035-How-to-set-up-single-sign-on-SSO,account-billing,49375482397083,Security,account-billing/How-to-set-up-single-sign-on-(SSO)-9353860331035.md,_source/articles/9353860331035.json,_source/articles/9353860331035.body.html,_source/rendered/9353860331035.html,yes,account-billing/How-to-set-up-single-sign-on-(SSO).md,yes,10574,upload_meta_only,如何设置单点登录 (SSO),
360051946112,How to transfer account ownership,https://help.klaviyo.com/hc/en-us/articles/360051946112-How-to-transfer-account-ownership,account-billing,49375474735387,Users,account-billing/How-to-transfer-account-ownership-360051946112.md,_source/articles/360051946112.json,_source/articles/360051946112.body.html,_source/rendered/360051946112.html,yes,account-billing/How-to-transfer-account-ownership.md,yes,11134,publish,如何转移账户所有权,https://dynamicycle.com/docs/articles-how-to-transfer-account-ownership/
115005066887,How to update the Klaviyo branding in the footer of your emails,https://help.klaviyo.com/hc/en-us/articles/115005066887-How-to-update-the-Klaviyo-branding-in-the-footer-of-your-emails,account-billing,49375455634203,Sender information,account-billing/How-to-update-the-Klaviyo-branding-in-the-footer-of-your-emails-115005066887.md,_source/articles/115005066887.json,_source/articles/115005066887.body.html,_source/rendered/115005066887.html,yes,account-billing/How-to-update-the-Klaviyo-branding-in-the-footer-of-your-emails.md,yes,11230,publish,如何更新电子邮件页脚中的 Klaviyo 品牌,https://dynamicycle.com/docs/articles-how-to-update-the-klaviyo-branding-in-the-footer-of-your-emails/
360052334451,How to update the domain settings for your hosted pages,https://help.klaviyo.com/hc/en-us/articles/360052334451-How-to-update-the-domain-settings-for-your-hosted-pages,account-billing,49375523386779,Domains and hosting,account-billing/How-to-update-the-domain-settings-for-your-hosted-pages-360052334451.md,_source/articles/360052334451.json,_source/articles/360052334451.body.html,_source/rendered/360052334451.html,yes,account-billing/How-to-update-the-domain-settings-for-your-hosted-pages.md,yes,10647,upload_meta_only,如何更新托管页面的域设置,
115005079087,How to update your account email and password in Klaviyo,https://help.klaviyo.com/hc/en-us/articles/115005079087-How-to-update-your-account-email-and-password-in-Klaviyo,account-billing,49375450290331,Personal,account-billing/How-to-update-your-account-email-and-password-in-Klaviyo-115005079087.md,_source/articles/115005079087.json,_source/articles/115005079087.body.html,_source/rendered/115005079087.html,yes,account-billing/How-to-update-your-account-email-and-password-in-Klaviyo.md,yes,11098,publish,如何在 Klaviyo 中更新您的帐户电子邮件和密码,https://dynamicycle.com/docs/articles-how-to-update-your-account-email-and-password-in-klaviyo/
1260805043069,How to update your billing address or billing email address,https://help.klaviyo.com/hc/en-us/articles/1260805043069-How-to-update-your-billing-address-or-billing-email-address,account-billing,49375475267099,Organizational,account-billing/How-to-update-your-billing-address-or-billing-email-address-1260805043069.md,_source/articles/1260805043069.json,_source/articles/1260805043069.body.html,_source/rendered/1260805043069.html,yes,account-billing/How-to-update-your-billing-address-or-billing-email-address.md,yes,10893,publish,如何更新您的帐单地址或帐单电子邮件地址,https://dynamicycle.com/docs/articles-how-to-update-your-billing-address-or-billing-email-address/
115005232048,How to update your credit card information,https://help.klaviyo.com/hc/en-us/articles/115005232048-How-to-update-your-credit-card-information,account-billing,49375475267099,Organizational,account-billing/How-to-update-your-credit-card-information-115005232048.md,_source/articles/115005232048.json,_source/articles/115005232048.body.html,_source/rendered/115005232048.html,yes,account-billing/How-to-update-your-credit-card-information.md,yes,11231,publish,如何更新您的信用卡信息,https://dynamicycle.com/docs/articles-how-to-update-your-credit-card-information/
360050696531,How to update your industry and vertical in Klaviyo,https://help.klaviyo.com/hc/en-us/articles/360050696531-How-to-update-your-industry-and-vertical-in-Klaviyo,account-billing,49375475267099,Organizational,account-billing/How-to-update-your-industry-and-vertical-in-Klaviyo-360050696531.md,_source/articles/360050696531.json,_source/articles/360050696531.body.html,_source/rendered/360050696531.html,yes,account-billing/How-to-update-your-industry-and-vertical-in-Klaviyo.md,yes,10652,upload_meta_only,如何在 Klaviyo 中更新您的行业和垂直领域,
28264156063899,How to use portfolio-level mapped metrics,https://help.klaviyo.com/hc/en-us/articles/28264156063899-How-to-use-portfolio-level-mapped-metrics,account-billing,49375698592155,Portfolio,account-billing/How-to-use-portfolio-level-mapped-metrics-28264156063899.md,_source/articles/28264156063899.json,_source/articles/28264156063899.body.html,_source/rendered/28264156063899.html,yes,account-billing/How-to-use-portfolio-level-mapped-metrics.md,yes,10953,publish,如何使用投资组合级别映射指标,https://dynamicycle.com/docs/articles-how-to-use-portfolio-level-mapped-metrics/
115000255731,How to use the Klaviyo setup wizard,https://help.klaviyo.com/hc/en-us/articles/115000255731-How-to-use-the-Klaviyo-setup-wizard,account-billing,49375526160411,Account troubleshooting,account-billing/How-to-use-the-Klaviyo-setup-wizard-115000255731.md,_source/articles/115000255731.json,_source/articles/115000255731.body.html,_source/rendered/115000255731.html,yes,account-billing/How-to-use-the-Klaviyo-setup-wizard.md,yes,11339,publish,如何使用 Klaviyo 设置向导,https://dynamicycle.com/docs/articles-how-to-use-the-klaviyo-setup-wizard/
40992879084059,How to use the marketing agent,https://help.klaviyo.com/hc/en-us/articles/40992879084059-How-to-use-the-marketing-agent,account-billing,14542933069211,Other,account-billing/How-to-use-the-marketing-agent-40992879084059.md,_source/articles/40992879084059.json,_source/articles/40992879084059.body.html,_source/rendered/40992879084059.html,yes,account-billing/How-to-use-the-marketing-agent.md,yes,10317,upload_meta_only,如何使用营销代理,
115005078987,How to view your account's payment history,https://help.klaviyo.com/hc/en-us/articles/115005078987-How-to-view-your-account-s-payment-history,account-billing,49375453955483,How Klaviyo bills,account-billing/How-to-view-your-account's-payment-history-115005078987.md,_source/articles/115005078987.json,_source/articles/115005078987.body.html,_source/rendered/115005078987.html,yes,account-billing/How-to-view-your-account's-payment-history.md,yes,11225,publish,如何查看您帐户的付款历史记录,https://dynamicycle.com/docs/articles-how-to-view-your-account-s-payment-history/
